prompt,response
내담자: 안녕하세요 저는 올해 중 3 이 되는 학생입니다 1 학년 때까지만 해도 반에서 10 등 안에 드는 꽤 좋은 성적이었는데 2 학년 때에는 조금 떨어져서 15 등 정도 하다가 나쁜친구들을 만나서 방황을 하였습니다 이제 나쁜친구와 과감하게 인연 을 끊고 공부에만 전념하려 하는데 지금 성적은 20 등 정도입니다 이렇게 놀면서 도 20 등 정도가 나온다니 저도 참 황당합니다 영 수를 못해도 암기과목에서 밤 을 새우며 외우기 때문에 그 정도가 나오리라고 생각합니다 지금 정석이니 성문 기본영어니 해서 고등학교 진도를 나가고 있는 친구들을 보면 제 자신이 부끄럽 습니다 이제부터 해도 늦지 않을까요 저희 집에서는 저에 대한 기대가 엄청 납 니다 저희 친척들은 제가 1 등만 하는 줄 알고 있습니다 전 지금부 터라면 일심 히는 할 수 있는데 너무 늦지 않을까 싶어요 솔직히 말해 제 실력은 국어는 거의 최고상위 암기과목도 잘 하는데 영어는 지금 2 학년 초반수준 수학도 기초적인 건 풀어도 조금만 응용되면 못 풀어요 제발 절 좀 도와주세요 어떤 식으로 하 면 될까요 빠른 답변 부탁드립니다 올림,상담사: 우선 님이 공부를 해야겠다고 결심한 것에 응원을 보내고 싶군요 그리고 밤 을 새워서라도 암기과목을 공부하는 것도 참 보기 좋군요 왜 농구경기에서 그런 말이 있잖아요 게임이 안되면 수비부터 열심히 하라는 말이요 할 수 있는 것부 터 하면 잘 풀릴 수 있다는 말 아닐까요 나는 님이 열심히 공부하겠다고 결심 한 것이 정말 대견스러워 보입니다 절대로 늦은것이 아니라고 말하고 싶군요 그 리고 국어와 암기과 목부터 시작한 것도 아주 좋은 방법인 것 같아요 국어와 암 기과목이 중요하지 않은 것처럼 생각되는가본데 절대로 그렇지 않아요 한국사람 은 국어를 잘 해야 다른 과목도 잘 할 수 있거든요 그러면 영어와 수학을 공부하 는 일이 남아 있군요 영어와 수학은 사실 빠른 시일 내에 되는 과목은 아닙니다 69 그럼에도 불구하고 님에게 유리한 점이 있다면 바로 자신의 실력이 어느 정도 인지 알고 있다는 것이죠 진짜 못하는 사람들은 자신의 실력이 어느 정도인지도 잘 알지 못하거든요 정석이나 성문영어 같은 책들은 물론 빨리 보면 좋지만 지금 은 봐도 무슨 얘긴지 잘 모를 것입니다 그러니까 교과서를 먼저 충분히 공부했으 면 좋겠습니다 영어 같은 경우에 거의 책을 외울 정도로 읽고 또 읽고 쓰는 것이 좋겠습니다 그렇게 되면 모의 고사는 몰라도 학교에서 보는 중간고사나 기말고사 에서는 좋은 성적을 얻게 될 것이고 점차 영어에 자신감도 붙을 것입니다 수학은 교과서를 택하는 것이 좋겠지만 때로는 문제집도 좋겠습니다 문제집은 여러권보 다는 딱 한권만 사서 그곳에 나오는 문제들을 거의 외울 정도로 여러번 풀어보면 좋겠습니다 수학이나 영어는 보통 암기가 아니라고 말합니다만 처음에는 외우는 것부터 시작하는 것도 좋을 때가 있습니다 정석이나 성문영어 같은 책들은 고 1 겨울방학때까지 한두번 정도 봐 두면 좋을 것입니다 그러니 지금부터 서두르거나 급하게 생각할 것은 없다는 것입니다 지금 중간고사 기간이 다가오고 있겠지요 일단은 영어나 수학 중에 좀더 자신있는 것을 택해서 다른 과목보다 2 배의 시간 을 투자하는 것이 좋겠습니다 그래서 범위 안에 있는 것은 거의 다 외울 정도로 반복학습해 보면 어떨까요 그렇다고 다른 암기과목을 소홀히 하지는 마십시요 한가지 덧붙인다면 수학이건 영어건 쓰면서 공부 하는 것 이 중요하다는 것입니 다 절대로 눈으로 하지 마십시요
내담자: 공부를 지금보다 더 잘하고 싶다 지금 국민학교 5 학년에 다니는데 모든과목에 서 90 점 정도는 받고 있으나 성적이 더 좋아졌으면 좋겠다 전과목에서 100 점을 받아야 된다고 생각하는데 잘되지 않는다 엄마나 주위 어른들은 나보고 그만하면 공부를 잘한다고 칭찬을 하시지만 그런 소리는 별로 듣고 싶지 않다 어떻게 하면 모든 과목에서 100 점을 받을 수 있는지 가르쳐 달라,상담사: 공부에 대해 욕심이 많으시군요 또 한편으로는 너무 지나친 욕심을 가지고 있 70 는것은 아닌지도 모르겠군요 지금 대체로 90 점 정도 받는다고 하셨는데 100 점을 받으면 뭐가 제일 좋을것 같은가요 물론 90 점 보다는 100 점이 더 좋겠지만 남 은 10 점 보다는 가지고 있는 90 점에 대해 만족할 줄 아는 것도 필요해요 더우기 아직 국민학생이기때문에 공부 뿐만아니라 다른 여러가지 활동을 해보는 것도 중 요합니다 악기를 배우는 것도 좋고 친구사귀기도 권할만하며 운동도 한가지쯤 할줄 알아야지요 이런것들에도 관심을 가져보세요 오히려 나중에는 이런것을 해 보았다 할줄 안다는 사실이 크게 도움이되는 날이 있을 겁니다 또 그런 활동을 하므로써 자연스럽게 성적이 더 오를 수도 있고요 욕심이 많으니까
내담자: 저는 여고 2 학년입니다 평소 덜렁댄다는 얘기를 자주 듣는데 특히 시 험 준비 를 할 때면 긴장되어 차분하게 공부하지 못하고 손발을 가만두 지 못합니다 또 몸을 이리저리 움직이고 나도 모르게 소리를 지르는 경우도 있습니다 다가올 시 험에 대비해 긴장해서 공부를 해야 하는데 그래서인지 시험결과는 늘 엉망으로 나옵니다 마음속으로는 할 수 있다 해야 한다 생각하고 차분히 공부하려 하지 만 결국엔 나를 통제 하지 못합니다,상담사: 청소년기의 많은 사람들이 앞으로 다가올 일에 대해 걱정을 하다 보면 두려움 이 앞서고 자신이 미워진다고 호소하는 경우를 자주 봅니다 이 러한 정신적 갈등 으로 자신의 환경을 종용하면서 시간을 보내다 보면 나중에 통제하기 어려울 정 도의 성향을 갖게 하는 씨앗이 됩니다 흔히 이런 고통을 호소하는 청소년들의 경 우 이전에는 얌전했고 어른 들의 얘기를 잘 듣는 착한 아이였고 공부도 잘해 많 은 사람들이 부러 워했다는 얘기를 자주 합니다 그러나 일단 이러한 증세가 나타 나면 하는 일이 잘 안되는데 그 까닭은 본인의 심리 저변에 일을 그르쳐야 속이 시원하고 그 결과에 스스로 만족해 하는 사리에 맞지 않는 무의식 적 욕구가 있 기 때문입니다 일을 그르쳐 놓고 갖가지 핑계를 동원해 자신의 행위를 합리화 시 71 키려는 자기방어 작용으로 손발을 가만히 두지 못하고 몸을 과다하게 움직이거나 소리를 지르게 됩니다 그래서 긴 장이 되어 공부를 제대로 할 수 없거나 시험을 볼 때 답을 알고 있어도 제대로 쓰지 못했다고 하게 됩니다 이와 같은 문제를 해 결하기 위해 서는 본인이 어떻게하여 사리에 맞지 않는 무의식적인 욕구를 가지 게 됐는지 발견하려고 노력해야 합니다 특히 부모님과 솔직히 상의해서 무엇이 문제인가를 알아낸 다음 적절한 해결책을 모색하면 의외로 쉽게 해결될 수 있을 것입니다
내담자: 저는 고 2 학생입니다 제 경우는 학교 내신과 수능 성적의 차이가 너무 많이 나 요 수능이 내신성적보다 2 3 배 정도 좋아요 이렇게 두 성적 에 차이가 많이 나 니까 앞으로 대학을 진학할 때 어느 성적을 기준으로 해야할지 고민이예요,상담사: 대입을 앞둔 예비 수험생으로 마음이 무겁겠어요 그런데 대학이나 학과선택의 기준으로 삼을 수 있는 잣대인 내신과 수능의 성적이 서로 많이 차이가 난다고 하니 더 어려운 문제군요 학생이 보낸 편지 내용만으로는 적절한 도움말을 주기 에 정보가 많이 부족함을 느낍니다 예를들어 내신성적은 어느 정도 몇 등 혹은 몇 등급 인지 내신에서 어 느 과목이 우수하고 어느 과목이 부진한지 그리고 수 능에서는 어느 과 목에서 내신보다 높은 성적을 받고 있는지 내신보다 수능점수 가 높게 나온 것이 얼만큼 반복해서 나타났는지 등에 관한 정보를 알았으면 합 니다 그리고 문과 이과중 어느계열인지 또 희망하는 대학이나 전공 학과는 무엇 인지요 올해 고 3 선배들이 치르게 될 97 년도 대학입시 요강이 작년과는 많이 달라졌지요 이 제도가 학생이 입시를 치를 때까지 변경되지 않고 있 을지는 모르 겠지만 이번에는 대학별 본고사가 없어지고 대신 논술이 생기는 대학들이 많아졌 어요 그리고 내신이 종합생활기록부로 바뀌 어 사회봉사활동이나 인성 등의 영역 이 강조되고 있어요 그러나 아 직은 그 평가 기준이 모호하여 학교성적 위주로 평가된다고 해요 대학에 따라 종합생활기록부 수능 또는 종합생활기록부 수능 72 논술 등을 기준으로 학생을 선발하며 그 반영 비율도 다르기 때문에 지금 내신이 나 수능 중 어느 한 부분에 기준을 두고 대학이나 학과선택을 한다는 것은 조금 성급하다고 볼 수 있어요 우선 학생의 경우 수능점수는 대체로 잘 나오는 듯하니 내신성적 관리 에 조금 더 신경을 쓰는 것이 필요하리라 봅니다 그리고 앞으로의 입시 흐름을 지켜보면서 충분히 검토한 후 진로선택을 하라고 권하고 싶군요 또 논술을 보는 학교도 많다고 하니 신문사설이나 논술고사 에 필요한 자료 등을 참 고하여 논술을 준비하는
내담자: 저는 공고 3 학년입니다 지금은 학교에서 실습만 하고 있습니다 학교 끝나면 바로 학원에 가죠 집에 오면 밤 10 시예요 전 중학교때 꼴지에서 3 등이었어요 고등학교 와서는 성적이 나아졌지만 기초가 없으니까 무엇을 해야될 지 어떻게 해야될 지 모르겠어요 성적은 그리 나쁜건 아니지만 공부가 잘 안됩니다 어떻게 공부를 해 야 대학을 갈 수 있을까요 공부를 잘하는 방법은 없을까요 밤늦 게 공부를 해도 머리에 잡념이 생겨 잘 안됩니다 또 혼자 있으면 망 상에다 공상에 다 저질쪽으로만 생각이 나고 지금은 너무나 문제점이 많 아요 또 어떨 때는 여 자 친구와 성관계도 갖고 싶고 저도 이러면 안 되는 줄 알지만 생각이 자주 납니 다 이런 생각들 때문에 공부가 안되 는 것일까요,상담사: 솔직한 고민이 매우 잘 와 닿습니다 학생만이 아니라 지금 같은 고 민을 안고 생활하고 있는 고 3 들이 매우 많으리라 생각됩니다 공부는 해야겠는데 기초는 없 고 그러니 진도는 안나가고 책을 잡아도 잡념이나 공상만 머리에 떠오르고 다른 욕구 성욕 도 생기고 집중은 안 되고 시간만 보내고 그러면서 어떻게 해야할지 막 막하기만 하고 학생이 처해있는 상황도 이렇지 않나 생각되는군요 싫지만 어쩔 수 없는 학생의 현 상황입니다 이런 자신의 지금 상황을 알고 받아들이 고 이 상 황에서 대처해 나갈 수 있는 최선의 방법을 찾아야겠지요 우선 학생은 고 1 2 73 도 아닌 입시를 눈앞에 둔 공고 3 년생입니다 그리고 중학교때 기초가 확실히 잡 혀있지 않은 상태입니다 그리고 대학진학을 하고자 합니다 하루라도 빨리 현상 태에서 너무 허황되게 높은 목표도 아닌 그렇다고 터무니없이 낮은 목표도 아닌 좀 더 노력 하면 가능성이 있는 적절한 목표 대학 학과 를 세우십시오 그리고 남은 시간 그 목표에 다가갈 수 있는 모든 방법을 강구하고 무리하지 않은 계획 을 짜십시오 그리고 명심할 것은 그날 정한 목표량은 미루 지 말고 꼭 달성하도 록 노력하세요 사람은 어떤 목표가 분명하고 거기에 최선을 다할 때 잡념도 사라 지고 그 일에 집중력도 생깁니다 목표도 불분명하고 하고자 하는 마음이 허술할 때 그 마음 한귀퉁이로 잡념이나 망상들도 침투하게 됩니다 그것들이 들어올 공 간을 주지 마세요 누가 그걸 모르나요 알긴 다 아는 얘긴데요 이런 생각이 들 지요 그렇습니다 모든 방법엔 특별한 것은 없습니다 공부도 마찬가지입니다 누구나 알고 있는 사실을 누가 얼마나 실천하느냐에 그 결과가 달려 있을 뿐입니 다 간단하고 공평한 진리이지요 학생 의 경우도 마찬가지입니다 정말 힘드는 것 은 어떻게 할지 몰라서라 기 보다는 얼마나 꾸준히 해 나갈 수 있느냐는 것입니 다 손만 놓고 방황만 하기 보다는 지금이라도 자기 자신의 목표를 정하고 그것에 도 달하고자 걸어보지 않겠어요 저는 다만 이 말을 마지막으로 드리면서 건투를 빌뿐입니다 걷고 안 걷고는 자신이 결정하는 것이며 또 걸을 때는 분명 자신의 다리로 걸어 야
내담자: 대학입시를 앞둔 고등학교 3 학년 학생입니다 제가 원하는 대학에 꼭 합격하려 고 열심히 노력하고 있습니다 그런데 언제부턴가 시험 생각만 하면 가슴이 답답 해지고 머리가 아프기 시작하는 것입니다 책상 앞에 앉아 책을 보노라면 어느 새 생각이 다른 곳에 가 있어 그냥 시간만 보 내기 일쑤입니다 이러다 혼자만 뒤 처지는게 아닌가 싶어 불안하기만 합니다 무슨 해결책이 없을까요,상담사: 시험에 앞서 혹시 이번 시험을 잘못보면 어쩌나 하고 그 결과를 부 정적으 74 로 예상하여 갖게 되는 걱정을 시험불안 이라고 합니다 이는 시험이 일단 끝나 면 사라지지만 시험결과가 만족스럽지 못하거나 또 잦은 시험으로 오랫동안 긴장 해 있어야 할 필요가 있을 때는 계속 남아 있게 됩니다 이런 불안은 어떻게 해서 생기는 것일까요 우선 시험결과로 자신의 능력을 평가받는 상황에서 부모나 주 위의 기대 자신의 목표가 너무 높 아 자기능력으로는 쉽게 충족시킬 수 없을 때 더 높게 나타나서 시험결 과에 까지 나쁜 영향을 줍니다 이런 불안을 줄이기 위 해서는 첫째 현실적인 목표를 세우는 것이 중요합니다 너무 이루기 어려운 목표 의 설정은 높은 불안을 불러일으킬 뿐만아니라 실패후 좌절 감을 가져오기 쉽습 니다 둘째 일단 불안이 높다 싶으면 직접적으로 개입해야 합니다 근육이 완훈련 이나 충분한 휴식 기분전환을 위한 운동이나 산책을 하는 것이 도움이 됩니다 공부할 시간도 부족한데 무슨 헛소리냐고 하겠지만 몸과 머리를 균형있게 쓰는 것이 덜 피로하고 효율적입니다 셋째 자신에게 효과적인 공부방법을 찾아야 합 니다 요점을 잘 찾아 오래 기억해 두었다가 필요할 때 활용하는 것이 중요하니까 요 이밖에 학생 자신의 능력과 가고 싶은 길을 잘 알아 진로를 정한 후 끝까지 밀고 나가는 의지도 필요합니다 자신한테 왜 시험불안이 심하게 나타나는지를 점 검해보고 그에 맞는 대응책을 스스로 찾아보세요 느낌부터 달라질겁니다
내담자: 상고에서는 어떻게 공부하는 것이 좋을까요,상담사: 어떤 사람들은 실업계 고교가 인문계 고교에 비해서 느슨하기 때문에 노 력을 덜해도 된다고 말합니다 물론 인문계 고교처럼 치열한 입시경쟁은 없습니다 그 렇다고 실업고 공부가 쉬운 것은 결코 아닙니다 상고 공 부를 얕보거나 느슨한 마음가짐으로 생각하는 사람은 상고 생활과 취업을 잘 해낼 수 없습니다 상고에 서 신경을 많이 써야 할 것은 일년에 네 번 치르는 자격증 시험에 서 급수를 따 는 일입니다 주산 부기 타자와 그 밖에 몇 가지 자격증 제 도 워드프로세서 펜글 75 씨 상업영어 등 가 있는데 우선 기본적으로 주산 부 기 타자 한타 영타 2 급 자격증 을 따는 것이 대부분 상고생들의 목표가 됩 니다 열심히 노력한 학생들은 1 학년 때 모두 2 급을 따기도 하지만 3 학 년 때까지 자격증이 없는 학생들도 있습니다 그리고 인문계 학생들이 학교수업 이외에 과외지도를 받듯이 상고 학생들도 자격 증을 따기 위해서 따로 학원에 다녀야 하는 어려움이 있습니다 학교에서 배우는 것만으로 는 자격증을 따는 데 어려움이 있기는 하지요 주산 부기 타자 자격증을 딴 후에 상업서예 펜글씨 나 워드프로세서 상 업영어 컴퓨터 정보처리기능사 등 의 자격증을 따면 취업에 더욱 유리합 니다 그리고 취업을 위해서는 컴퓨터 공 부 사무자동화 과정 을 익 히는 데 노력을 기울여야 할 것입니다 특히 영어 나 상식은 모든 기업체 필기시험에 해당하는 과목이므로 상당한 노력이 요구됩니 다 한편 자격 증 말고도 내신 성적은 취업을 위해 인문계 못지 않게 중요하므로 학업도 게을리해서는 안될 것입니다 내가 선택한 나의 길 나의 삶 우리교육
내담자: 공고에서는 어떻게 공부하는 것이 좋을까요,상담사: 공고에서는 실습이 중요한 비중을 차지하므로 실습에 임하는 자세를 중 심으로 살펴보겠습니다 저학년의 실습시간에는 간단한 기초실습을 통해 도구의 사용법 작업할 때의 몸동작을 익히고 고학년이 되면서 어렵거나 많은 시간이 드는 작품 을 만들게 됩니다 실습은 보통 3 5 시간이 걸리며 먼저 필요한 도구와 재료를 받 은 후에 실습에 필요한 설명을 듣고 작업에 들어가게 됩니다 실습의 전체 과정을 실습자가 스스로 해야 하기 때문에 실습에 들어가기 전에 철저한 준비가 있어야 하며 끈기도 필요합니다 때로는 같은 작업 을 수없이 되풀이하기도 해 육체적으 로도 힘이 들기 때문이지요 이것은 여러 번 되풀이 되는 손놀림과 몸동작을 통해 새로운 기능이 익숙해지기 때문입니다 빨리 기능을 익히기 위해서는 끈기있게 꾸 준히 작업하는 것 이 무엇보다 중요합니다 그리고 무조건 외우려고만 하지 말고 76 작업 순 서를 바꿔본다든지 작업방법을 연구해서 더 낫게 고쳐 본다든지 보조장 치를 만들어서 써본다든지 하는 새로운 생각을 자꾸 해보는 것이 필요합 니다 아 울러 작업에 자신을 집중해야 하며 똑같은 작업을 무의식적으로 반복할 것이 아 니라 주어진 조건을 창조적으로 이용하는 자세가 중요합니 다 실습시간은 담당 선생님께 작업 결과에 대한 점검과 평가를 받은 후 에 작업장과 주변을 정리정돈 하고 끝마치게 됩니다 그리고 3 학년이 되면 현장실습을 나가게 되는데 실습이 취업으로 이어지 는 경우가 많기 때문에 이 기간은 무척 중요합니다 실습을 나가 는 학생 은 전체 3 학년 학생의 절반 이상에 이릅니다 실습을 나가지 않는 나머 지 학생들은 전문대 진학을 준비하는 학생들과 취업을 준비하는 학생이 각각 반 반 정도입니다 학교에서는 보통 남아 있는 학생들을 공고를 졸업 하더라도 취업을 하기 위해서는 기능자격증이 있어야 하므로 전공학과의 자격증 뿐아니라 관련분야의 자격증 취득을 위해 기능학원을 다니는 것도 필요합니다 내 가 선택한 나의 길 나의 삶 우리교육
내담자: 대입전형에서 학생부 성적의 실질반영률이 크게 떨어지고 상대적으로 수능성적 으로 합 불합격이 거의 결정된다고 하는데 최종 마무리를 능률적 으로 하려면 어 떻게 해야 할까요,상담사: 앞으로 1 개월여간 능률적인 수능전략을 성적 계층별로 구분해 설명하면 상위 계층 300 점 이상 2 만여명은 서울대 연 고대 등 명문대 인기학과 지원계층으로 수리탐구 1 중심으로 고차원 문제를 다각적으로 분석연구하 면서 과학탐구문항에 세심한 관찰이 요구된다 언어와 외국어 영역은 고속으로 문제집 점검에 많은 시 간을 배정한다 중상위계층 280 점 이상은 약 4 만명으로 한양대 성균관대 중앙 대 지 방국립대 인기학과 지원계층으로 수학은 일반수학 중심으로 체계화하고 탐 구 2 영역 과학과 사회 통합정리에 주력해야 한다 통합정리란 관련 교과의 목차 77 를 비교연구하는 방식으로 각 단원의 용어해설을 명확히 하 고 그림 도표를 심층 분석하는 학습태도가 요망된다 국사와 세계사를 함께 묶어 비교학습하고 정경과 윤리 한국지리와 세계지리를 대조하는 자세로서 기출문제를 찾아 본질적 내용을 고속으로 이해 기억해나가야 한 다 중위계층 260 점 이상 7 만여명은 서울시내 대학 및 지방 인기학과 지원 계층으로 수리탐구 2 영역을 중점적으로 정리하고 언 어영역과 외국어영역 은 학교수업으로 마무리하는 전략이 바람직하다 수리탐구 2 학습은 출제 빈도가 높은 단원에 한하여 심층연구하는 독학 태도가 이상적이다 중위층 240 점이상 10 만여명은 수도권지역 지원생으로 모의고사에서 틀 린 문제 부터 월별 체크하고 교과서 중점단원을 요약정리하면서 체계적 메 모학습이 바람 직하다 중하위계층 은 200 점 이상 20 여만명은 전년도 수능문제를 교과서에 체 크 하고 그 주위 단원을 눈여겨 살핀다 요컨대 수능시험의 최종마무리는 참고서 보다 교과서 핵심단원의 다각적 연구를 단원별 뒷면에 있는 익힘문제 연구문제 종합문제와 대조하면서 전년도 수능문제를 종합하는 학습이 되어야 한다 박래창
내담자: 안녕하세요 저는 중학교에 다니는 학생입니다 그런데 저희 학교는 다른 학교 와 달리 시험을 제가 알기로는 교육청에서 4 번 이상 시험을 보지 말라고 한 다는데 저희 학교는 그에 2 배 이상이나 더 봅니다 그리고 저희 학교는 주위에 있는 학교보다 한 30 분 빨리가서 보충수업 을 하고 또 다른 학교보다 1 시간 가량 늦게 끝나 지금 학생들의 불만 이 고조 되어 있고 또 매일 학교에서 조는 아이들이 있는 등 학생들의 건강은 전혀 생각하지 않고 있습니다 교육청에서 이런 일을 시정해 줄 수 있는지 알고 싶어요,상담사: 편지의 내용으로 보아 학생 뿐아니라 다른 학생들도 그동안 학교에 대 한 불만 이 많이 쌓여있었나봐요 그 학생들을 대변하여 문제를 해결해보아야겠다는 학생 의 적극적인 모 습도 함께 느껴집니다 이런 건의를 하면서도 혹시 학교의 권위에 78 대 한 도전이 아닐까 하여 마음 편치않은 구석도 있을거예요 학생의 편지를 받고 서울시교육청 중등교육과 에 문의해 본 결과 학생 이 1 년에 4 번으로 제한되었다 고 알고 있는 시험은 정기고사 1 학기 중 간 기말고사 2 학기 중간 기말고사 를 말하며 그외 모의고사나 실력고 사는 거기에 포함되지 않는다고 합니다 따라서 학생의 학교에서 실시하는 10 회의 시험은 정기고사 4 번을 포함 하여 다른 시험들 의 횟수까지 포함된 것이므로 교육청의 지침에 어긋나 는 것은 아니라고 합니다 그리고 정기고사외의 시험보는 횟수는 학교 마다 자율적으로 운영되고 있고 등하 교 시간도 학교의 자율에 맡겨져 있으므로 교육청에서 어떠한 제재를 가하지는 못한다고 합니다 제 생각에는 아마 학교에서 학생들에게 공부를 많이 하게 하기 위한 조 치로 수업시간을 연장하고 있는 듯합니다 그러한 학교의 의도자체는 나 쁘다고 말하기 어렵지만 학생들의 건강을 헤치고 매일 학교에서 조 는 학생이 있 다고 한다면 조금 고려해보아야 할 문제인 것 같군요 우선 학교에서 조는 학생들 의 이유가 학교의 수업시간이 많아서 이거나 시험공부 때문에 라고 한다면 부모 님들께서는 학교의 이런 조치를 어떻 게 생각하고 계신지 혹시 이 문제를 해결하 기 위해 부모님들께 도움을 청해 보았는지 궁금하네요 이 문제가 학생들이 흔히 할 수 있는 투정이 아니라 앞으로 시정이 꼭 필요한 부분이라면 부모님들의 도움 을 얻어 선생님들께 간접적으로 애 로사항을 건의해보는 것도 한 방법일 것 같네 요 그럼 슬기롭게
내담자: 중학 2 년생인 아들이 시험때면 새벽에 깨워달라고 졸라댑니다 깨워 줘도 다시 잠들어버리고는 엄마때문에 시험을 망쳤다고 오히려 신경질 을 부립니다,상담사: 중간고사나 기말고사를 치르면 자녀뿐만 아니라 부모도 함께 곤욕을 치릅니다 열흘이상 깨워달라고 해놓고선 정작 깨워주면 일어나지도 않 아 밤잠을 설치게 만들고 적반하장격으로 불평을 터뜨리는 경우도 흔합 니다 이 경우 다음과 같이 지도해 잠 못자는 고통에서 해방 될 뿐 아니 라 자녀로 하여금 자율적인 학습 79 습관이 몸에 배도록 도와줍니다 근본적인 것은 자식이 공부한다고 깨워달라는 데 어찌 마다하리 식 의 생각부터 바꾸는 것입니다 왜냐하면 사람의 수면에 관 한 생체리듬 은 하루 아침에 잘 조정되지도 않고 설사 조정했다 하더라도 학습효 과 가 좋지 않기 때문이지요 따라서 이런 과학적인 이유를 들어 우선 거 절합니 다 그래도 깨워달라고 하면 부모도 사람이니까 깨우지 못하는 실수를 범해서 시 험을 망치게 할 수도 있다고 말해 다시 거절합니다 아이가 막무가내로 우기면 실 수를 줄이기 위해 알람용 시계에 의존할 수밖에 없다고 말합니다 한개는 아이 머 리맡에서 한두발짝 떨어진 곳 에 두고 엄마가 알람이 울리면 이를 꺼주는 동시에 창문을 열고 이불을 걷어 치워버립니다 다른 한 개는 세면실에 두되 10 분후에 울리도록 해 서 자녀가 끄도록 약속합니다 즉 일정한 간격을 두고 자녀가 마지못 해 일어나도록 유도하되 만약 일어나지 않으면 내버려 두고 다시는 깨워주지 않 겠다는 것을 분명히
내담자: 중 2 인 큰 딸이 자기 방을 두고 독서실에 가야만 공부가 된다고 고집을 피웁니 다 바깥에 나가려는 핑계같아서 어떻게 해야할 지 고민입니다,상담사: 시험때나 방학이 되면 독서실에 가야 공부가 된다고 조르는 자녀를 볼 때 부모 들은 이해가 잘 안되지요 그래서 버젓한 네 방이 있는데 왜 독서실에 가니 라고 일축해버립니다 물론 내심으로는 독서실에 가서 나쁜 친구들을 사귈까봐 두 렵고 정말 공부가 잘 되긴 하는지 의아스럽기도 하며 경비도 적잖이 드는 등의 다른 이유도 있긴 합니다 그러나 무조건 반대하지 말고 아이의 성격과 공부습관 을 고려해 독서실을 잘 활용할 수 있도록 지도합니다 독서실에서 열심히 공부하 는 친구들을 보다보면 의욕이 생기고 돈이 아까워서라도 공부할 수도 있으니까요 더욱이 방학에는 동생이 떠드는 등 집안이 어수선한 분위기가 되기 쉽지요 좋은 독서실을 선택해 보내는 것도 굳이 마다할 필요는 없습니다 좋은 독서실이란 장 80 소가 너무 외지지 않되 조용한 곳에 위치해 있고 작은 휴식 공간이 딸려 있어야 합니다 그렇지 않으면 너무 지쳐서 학습효과가 떨어지며 휴식한답시고 딴전을 펼 가능성도 있기 때문입니다 주의할 점은 독서실에서 하루 종일 공부만 해서 본전 을 다 뽑으라는 압력을 넣지 않는 것입니다 몇시간만이라도 집중적으로 공부 했다면 충분하다고 볼 수
내담자: 국민학교 3 학년된 아이가 한 자리에 앉아 30 분도 채 공부하지 못하고 들락거려 걱정입니다 방학동안 좋은 습관을 들이고 싶습니다 이 엄마 올림,상담사: 그런 아이를 보고 궁둥이가 가볍다고 하지요 궁둥이가 가벼우면 주의를 집중해 공부에 몰두하지 못할 뿐더러 숙제도 제대로 하지 못해 성 적이 떨어지기 쉽습니 다 이때 부모가 1 숙제 다 하기 전에는 밖에 나 가지 못한다며 무조건 붙들어 매 거나 2 산수숙제를 하라면서 해야 할 공부를 하라면서 해야 할 공부를 다할때까 지 꼼짝도 못하도록 옆에서 지키고 있는 것은 좋은 방법이 아닙니다 국민학교 저 학년 아동이라면 30 40 분 정도는 주의를 집중해 한 과제를 마칠 수 있으며 이런 태도는 훈련을 통해 기를수 있습니다 따라서 다음과 같이 지도하되 이를 잘 지키 면 서로 협의해 정한 보상을 꼭 준다고 약속합니다 첫째 아이가 먼저 하고 싶은 공부를 스스로 정하게 한다 둘째 지루하지 않도록 공부시간을 나누어서 활용한다 예를 들면 5 분동안 3 문제 를 푼 다음 10 분동안 마음껏 놀게한다 이를 잘 지키면 10 분 책읽고 5 문제를 푼 다음 5 분동안 놀게 한다는 식이다 셋째 스스로 공부할 장소를 정한 다음 약속한 시간동안 약속한 문제수를 꼭 그 자리에서 풀도록 한다 넷째 미리 준비물을 챙기고 화장실도 다녀 오게 해 공부중 들락거리는 구실을 없앤다 다섯째 공부하는 동안은 사소한 심부 름을 시키지 않는다 이런 방법을 행동수정이라고 하는데 시중에 쉬운 책들이 여 러권 나와 있으므로 살펴보시기 바랍니다 이소희 숙명여대 교수 아동복지학 81
내담자: 중학교 재학중인 남학생으로서 요즈음 들어 공부가 하기 싫고 매사가 귀챦기만 하다 자꾸 가 보고 싶어지며 전자오락에 관심이 많기 때문에 주의집중이 안 되서 괴롭고 짜증이 난다 어떻게 공부에만 집중할 수 있는 좋은 방법이 없을까 와 전자오락을 안하려고 몇번 시도해 보았지만 작심삼일이다,상담사: 와 전자오락에 매우 빠져있는듯 하군요 그래서 공부에는 흥미가 없어지고 주의집중도 안되는 모양입니다 하지만 그렇다고 해서 공부를 놓고 싶지는 않다 다시말해서 공부도 잘하고 싶다 는 마음이 엿보여 반갑기도하고 다행스러워 보이기도 합니다 이럴때 바로 슬기로움이 필요합니다 하고 싶은 것을 하면서도 해야될것을 버리지 않을 수 있는 방법은 적당한 균형을 유지하도록 할 어떤 틀입 니다 즉 자신이 지킬 수 있는 계획표 를 짜야 합니다 언제부터 언제까지는 오 락을 를 공부를 이런식으로 분명하고 실행가능한 계획표를
